1170,Happy Valley_SWE_snow survey,2576,WERC_Happy Valley_SnowSurvey,WERC_Happy Valley_SnowSurvey,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,1999-05-20 00:00:00,2010-05-28 00:00:00,63
1625,WERC_BDM_SWE_SnowSurvey,7800,WERC_BDM,BDM,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-25 00:00:00,2009-04-25 00:00:00,1
1628,WERC_Betty Pingo_SWE_SnowSurvey,7801,WERC_Betty Pingo,Betty Pingo,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-19 00:00:00,2010-04-19 00:00:00,1
1631,WERC_BL1_SWE_SnowSurvey,7802,WERC_BL1,BL1,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-22 00:00:00,2010-04-21 00:00:00,2
1634,WERC_BL3_SWE_SnowSurvey,7803,WERC_BL3,BL3,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-22 00:00:00,2010-04-21 00:00:00,2
1637,WERC_BL4_SWE_SnowSurvey,7804,WERC_BL4,BL4,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-22 00:00:00,2010-04-21 00:00:00,2
1640,WERC_BL6_SWE_SnowSurvey,7805,WERC_BL6,BL6,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-22 00:00:00,2010-04-21 00:00:00,2
1643,WERC_CHA1_SWE_SnowSurvey,7806,WERC_CHA1,CHA1,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-26 00:00:00,2010-04-26 00:00:00,1
1646,WERC_CHA2_SWE_SnowSurvey,7807,WERC_CHA2,CHA2,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-26 00:00:00,2010-04-26 00:00:00,1
1649,WERC_CHA3_SWE_SnowSurvey,7808,WERC_CHA3,CHA3,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-24 12:23:00,2010-04-24 12:23:00,1
1652,WERC_CHA4_SWE_SnowSurvey,7809,WERC_CHA4,CHA4,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-24 11:29:00,2010-04-24 11:29:00,1
1655,WERC_CHA5_SWE_SnowSurvey,7810,WERC_CHA5,CHA5,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-23 12:33:00,2010-04-23 12:33:00,1
1658,WERC_CHA6_SWE_SnowSurvey,7811,WERC_CHA6,CHA6,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-24 10:24:00,2010-04-24 10:24:00,1
1661,WERC_DBM1_SWE_SnowSurvey,7812,WERC_DBM1,DBM1,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-25 00:00:00,2010-04-25 00:00:00,2
1664,WERC_DBM2_SWE_SnowSurvey,7813,WERC_DBM2,DBM2,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-23 00:00:00,2010-04-24 00:00:00,2
1667,WERC_DBM3_SWE_SnowSurvey,7814,WERC_DBM3,DBM3,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-25 00:00:00,2010-04-22 00:00:00,2
1670,WERC_DBM4_SWE_SnowSurvey,7815,WERC_DBM4,DBM4,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-25 00:00:00,2010-04-24 00:00:00,2
