Asik RAWS - Alaska - Noatak National Park and Preserve,,,,,,,,,,,,,,,
Date_Time,Precipitation (in),Wind Speed (mph),Wind Direction (degrees),Average Air Temperature (F),Relative Humidity (%),Battery Voltage (Volts),Wind Direction of Gust (degrees),Peak Wind Speed (mph),Solar Radiation (W m-²),Snow Depth (in),Minimum Air Temperature (F),Maximum Air Temperature (F),Soil Temperature 10 cm (F),Soil Temperature 20 cm (F),Soil Temperature 50 cm (F)
12/15/2012 21:00,0,7.4,182,-8.9,64,12.3,210,12.5,0,2.2,-10.6,-7.72,-7.1,-6.2,-1.8
12/15/2012 22:00,0,7,154,-8.5,64,12.3,190,11.9,0,2.2,-9.46,-7.81,-6.8,-6,-1.8
12/15/2012 23:00,0,7,207,-9.3,70,12.3,241,10.3,0,2.2,-11.3,-7.81,-6.5,-5.8,-1.7
12/16/2012 0:00,0,10.3,212,-11.02,69,12.3,221,12.4,0,2.2,-11.56,-10.16,-6.3,-5.6,-1.7
12/16/2012 1:00,0,8.3,198,-10.77,68,12.3,194,12.3,0,2.2,-11.81,-9.28,-6.2,-5.4,-1.6
12/16/2012 2:00,0,5,120,-9.65,73,12.3,168,11,0,2.3,-10.24,-8.76,-6.1,-5.3,-1.5
12/16/2012 3:00,0,6.3,164,-10.25,77,12.3,234,10.4,0,2.2,-12.33,-9.28,-5.9,-5.2,-1.5
12/16/2012 4:00,0,8.7,226,-12.62,78,12.3,230,10.9,0,2.3,-13.46,-11.38,-5.8,-5,-1.4
12/16/2012 5:00,0,7.7,210,-12.2,77,12.3,217,10.7,0,2.2,-12.4,-11.79,-5.9,-5,-1.3
12/16/2012 6:00,0,4.9,184,-11.25,77,12.3,219,7.4,0,2.2,-12.57,-10.23,-5.9,-4.9,-1.3
12/16/2012 7:00,0,6.8,213,-12.74,77,12.3,218,9.7,0,2.3,-13.62,-11.19,-5.9,-4.9,-1.2
12/16/2012 8:00,0,7,218,-13.75,76,12.3,238,9,0,2.2,-14.64,-13.17,-6.2,-5,-1.2
12/16/2012 9:00,0,7.4,220,-14.61,77,12.3,221,8.8,0,2.2,-15.25,-13.95,-6.4,-5.1,-1.1
12/16/2012 10:00,0,5.9,207,-14.16,77,12.3,219,8.2,0,2.2,-14.89,-12.99,-6.5,-5.2,-1.1
12/16/2012 11:00,0,5.1,201,-13.06,77,12.3,225,8.5,0,2.1,-14.2,-11.16,-6.7,-5.3,-1.1
12/16/2012 12:00,0,3.5,209,-12.97,77,12.3,227,5.4,0,2.2,-13.69,-12.47,-6.9,-5.4,-1.1
12/16/2012 13:00,0,5.5,215,-14.64,76,12.3,227,7.3,0,2.1,-15.75,-13.51,-7.2,-5.6,-1.1
12/16/2012 14:00,0,4.7,200,-13.88,77,12.4,225,6.1,3,2.2,-15.22,-12.63,-7.4,-5.8,-1.1
12/16/2012 15:00,0,4.9,201,-13.91,76,12.4,227,6.5,5,2.2,-14.71,-13.24,-7.6,-6,-1.2
12/16/2012 16:00,0,6.8,223,-14.97,76,12.4,232,8.3,3,2.1,-15.75,-13.93,-7.8,-6.1,-1.2
12/16/2012 17:00,0,6.1,221,-15.13,76,12.4,235,8.6,1,2.2,-15.66,-14.19,-7.9,-6.2,-1.3
12/16/2012 18:00,0,5.7,212,-15.9,76,12.4,215,6.8,0,2.1,-16.44,-15.05,-8,-6.4,-1.4
12/16/2012 19:00,0,5,213,-15.85,76,12.3,226,6.4,0,2.1,-16.44,-15.22,-8.2,-6.5,-1.4
12/16/2012 20:00,0,3.8,206,-15.88,76,12.3,190,6.1,0,2.2,-16.88,-14.96,-8.5,-6.7,-1.5
12/16/2012 21:00,0,4.4,189,-15.53,76,12.3,175,7.2,0,2.1,-16.35,-14.62,-8.7,-6.9,-1.5
12/16/2012 22:00,0,2.6,145,-16.06,76,12.3,178,3.9,0,2.1,-17.05,-15.48,-8.9,-7,-1.6
12/16/2012 23:00,0,3.1,122,-16.42,76,12.3,125,5.6,0,2.2,-17.22,-15.65,-9.1,-7.2,-1.7
12/17/2012 0:00,0,4.1,138,-15.5,76,12.3,128,6.8,0,2.1,-16.18,-14.53,-9.3,-7.4,-1.8
12/17/2012 1:00,0,4,121,-15.08,76,12.3,149,6.6,0,2.2,-16.27,-14.19,-9.3,-7.5,-1.9
12/17/2012 2:00,0,4,133,-14.34,77,12.3,147,6.2,0,2.1,-14.7,-13.76,-9.3,-7.6,-2
12/17/2012 3:00,0,4.7,125,-13.63,77,12.3,118,8.1,0,2.2,-14.2,-12.82,-9.1,-7.6,-2
12/17/2012 4:00,0,7.8,117,-12.17,77,12.3,100,10.3,0,2.2,-12.82,-11.52,-8.9,-7.5,-2.1
12/17/2012 5:00,0,5.6,125,-12.03,77,12.3,122,9.9,0,2.2,-13.01,-11.09,-8.5,-7.3,-2.2
12/17/2012 6:00,0,4.5,98,-10.8,79,12.3,212,10.1,0,2.2,-13.1,-8.22,-8.2,-7.1,-2.2
12/17/2012 7:00,0,6.7,42,-8.54,78,12.3,77,10,0,2.2,-10.93,-7.18,-7.8,-6.9,-2.2
12/17/2012 8:00,0,7.9,72,-7.29,77,12.3,99,14.2,0,2.3,-8.42,-5.09,-7.3,-6.6,-2.2
12/17/2012 9:00,0,10.7,67,-5.26,81,12.3,79,14.3,0,2.3,-6.93,-4.13,-6.8,-6.3,-2.2
12/17/2012 10:00,0,10.6,93,-3.31,82,12.3,104,21.7,0,2.2,-5.01,-1.73,-6.3,-5.9,-2.1
12/17/2012 11:00,0,21,96,-3.1,80,12.3,108,26.2,0,2.2,-5.2,-1.64,-5.7,-5.5,-2.1
12/17/2012 12:00,0,25,101,-5.65,81,12.3,120,33.8,0,2.2,-6.26,-4.75,-5.3,-5.1,-2
12/17/2012 13:00,0,33.5,104,-4.44,81,12.3,111,38.9,0,2.1,-4.75,-4.21,-4.9,-4.7,-1.9
12/17/2012 14:00,0,32.4,103,-4.33,81,12.3,108,39.9,1,1.9,-4.48,-4.13,-4.5,-4.4,-1.7
12/17/2012 15:00,0,29.5,106,-4.23,81,12.4,110,34.1,8,2.1,-4.39,-3.95,-4.2,-4,-1.6
12/17/2012 16:00,0,20.6,101,-3.71,81,12.4,101,28.7,6,2.2,-4.13,-3.33,-3.8,-3.7,-1.5
12/17/2012 17:00,0,14.5,99,-2.99,81,12.4,131,24.3,0,2.2,-3.42,-2.72,-3.5,-3.4,-1.3
12/17/2012 18:00,0,10.6,116,-3.04,82,12.4,145,21.8,0,2.2,-3.34,-2.45,-3.2,-3.2,-1.2
12/17/2012 19:00,0,16.3,106,-2.04,82,12.4,126,23.4,0,2.2,-2.55,-1.66,-2.9,-2.9,-1
12/17/2012 20:00,0,21.6,98,-2.06,82,12.4,102,28.1,0,1.9,-2.38,-1.75,-2.6,-2.6,-0.9
12/17/2012 21:00,0,19.2,107,-2.72,82,12.4,107,27.7,0,2.1,-2.82,-2.47,-2.4,-2.4,-0.7
12/17/2012 22:00,0,21.9,113,-2.61,82,12.4,121,29.3,0,2.1,-2.73,-2.47,-2.1,-2.1,-0.6
12/17/2012 23:00,0,24.8,113,-2.69,82,12.4,121,33.4,0,2.1,-2.82,-2.55,-1.9,-1.9,-0.4
12/18/2012 0:00,0,15.8,123,-2.97,82,12.4,114,23.2,0,2,-3.09,-2.73,-1.7,-1.7,-0.3
12/18/2012 1:00,0,6.1,123,-2.96,82,12.4,182,13.8,0,2.1,-3,-2.81,-1.6,-1.5,-0.2
12/18/2012 2:00,0,14.5,123,-3.1,82,12.4,155,21.3,0,2,-3.17,-2.9,-1.4,-1.3,0
12/18/2012 3:00,0,14.5,130,-3.3,82,12.4,136,19.8,0,2,-3.43,-3.17,-1.3,-1.1,0.1
12/18/2012 4:00,0,14,121,-3.51,82,12.4,121,19.2,0,2.1,-3.61,-3.43,-1.1,-1,0.3
12/18/2012 5:00,0,14.6,130,-3.79,81,12.4,133,18.9,0,2,-4.05,-3.52,-1,-0.9,0.4
12/18/2012 6:00,0,13.7,157,-4.13,81,12.4,151,17.8,0,2,-4.3,-4.04,-0.9,-0.7,0.5
12/18/2012 7:00,0,14.1,182,-4.92,80,12.4,171,18.9,0,2,-6.51,-3.77,-0.9,-0.6,0.6
12/18/2012 8:00,0,9.7,211,-7.49,80,12.4,197,12.1,0,2,-8.26,-6.68,-0.9,-0.6,0.7
12/18/2012 9:00,0,8.5,252,-7.73,79,12.4,287,14.6,0,2,-9.55,-5.63,-1,-0.5,0.8
12/18/2012 10:00,0,3.7,247,-8.96,79,12.4,254,5.3,0,2,-9.91,-7.98,-1.2,-0.6,0.9
12/18/2012 11:00,0,6.4,250,-9.34,80,12.4,273,12,0,2,-10.24,-8.15,-1.5,-0.7,1
12/18/2012 12:00,0,9.4,212,-10.13,77,12.4,236,16.9,0,1.9,-14.24,-8.06,-1.8,-0.9,1
12/18/2012 13:00,0,7.2,226,-13.9,78,12.4,229,10.8,0,1.9,-14.82,-12.76,-2.1,-1.1,1.1
12/18/2012 14:00,0,3.2,339,-11.99,78,12.4,350,5.3,3,2,-14.12,-10.21,-2.5,-1.3,1.1
12/18/2012 15:00,0,10.2,286,-11.79,78,12.5,329,15.2,4,2.1,-13.52,-10.92,-3,-1.6,1.1
12/18/2012 16:00,0,7.6,294,-13.08,77,12.5,279,12.9,3,2,-14.13,-12.04,-3.2,-1.9,1
12/18/2012 17:00,0,5,279,-14.02,77,12.4,283,8.8,1,2,-16.2,-12.91,-3.4,-2.1,1
12/18/2012 18:00,0,3.6,309,-15.64,76,12.4,315,7.5,0,2,-17.23,-14.3,-3.6,-2.3,1
12/18/2012 19:00,0,2.6,309,-15.57,77,12.4,315,6.9,0,1.9,-16.96,-12.89,-3.9,-2.5,0.9
12/18/2012 20:00,0,4.5,290,-13.46,77,12.4,282,7.9,0,1.9,-15.23,-12.54,-4.3,-2.7,0.8
12/18/2012 21:00,0,6.3,306,-14.84,76,12.4,284,8.9,0,1.9,-16.1,-13.42,-4.7,-3,0.8
12/18/2012 22:00,0,8.4,295,-15.41,76,12.4,310,10.8,0,2,-16.36,-14.28,-4.9,-3.3,0.7
12/18/2012 23:00,0,6.6,298,-15.12,77,12.3,288,8.6,0,1.9,-15.75,-13.93,-5.2,-3.5,0.6
12/19/2012 0:00,0,5.5,319,-16.09,76,12.3,334,8,0,1.8,-16.79,-14.36,-5.4,-3.7,0.5
12/19/2012 1:00,0,5.4,305,-15.75,77,12.3,309,8,0,1.8,-16.79,-13.93,-5.7,-4,0.4
12/19/2012 2:00,0,4,308,-15.86,76,12.3,300,6.8,0,1.8,-17.48,-14.19,-6,-4.2,0.3
12/19/2012 3:00,0,7.6,297,-15.98,76,12.3,294,10.5,0,1.8,-17.05,-14.62,-6.3,-4.5,0.2
12/19/2012 4:00,0,6.2,305,-16.24,76,12.3,302,9.3,0,1.9,-16.7,-15.22,-6.6,-4.7,0.1
12/19/2012 5:00,0,4,297,-16.23,77,12.3,322,6,0,1.7,-17.39,-14.62,-6.8,-4.9,0
12/19/2012 6:00,0,6.2,287,-14.35,76,12.3,288,8.1,0,1.8,-16,-13.23,-7.1,-5.2,-0.1
12/19/2012 7:00,0,4.8,307,-15.49,75,12.3,298,8.6,0,1.8,-16.96,-14.62,-7.2,-5.4,-0.2
12/19/2012 8:00,0,6.1,301,-15.09,77,12.3,327,8.4,0,1.8,-16.7,-14.1,-7.4,-5.6,-0.3
12/19/2012 9:00,0,6.6,295,-13.53,77,12.3,294,9.9,0,1.8,-14.19,-12.81,-7.5,-5.7,-0.5
12/19/2012 10:00,0,4.2,318,-16.51,76,12.3,299,6.8,0,1.8,-17.75,-13.42,-7.6,-5.8,-0.6
12/19/2012 11:00,0,3.9,323,-15.46,76,12.3,341,5.9,0,1.9,-16.7,-14.53,-7.7,-6,-0.7
12/19/2012 12:00,0,5,315,-14.79,76,12.3,335,8,0,1.8,-16.44,-14.01,-7.9,-6.1,-0.8
12/19/2012 13:00,0,1.6,336,-14.52,76,12.3,355,3.1,0,1.9,-15.83,-13.93,-8,-6.3,-0.9
12/19/2012 14:00,0,1.5,269,-13.67,76,12.4,352,3.2,3,1.9,-14.96,-13.06,-8.1,-6.4,-1
12/19/2012 15:00,0,3.5,215,-14.48,76,12.5,257,6.9,5,1.8,-15.31,-13.15,-8.3,-6.5,-1.1
12/19/2012 16:00,0,4.3,220,-14.91,76,12.5,221,6.5,4,1.8,-15.83,-14.19,-8.5,-6.7,-1.1
12/19/2012 17:00,0,3.9,216,-15.41,76,12.5,225,5.8,1,1.8,-15.83,-14.36,-8.6,-6.8,-1.2
12/19/2012 18:00,0,2.1,108,-15.74,75,12.4,182,3.8,0,1.8,-17.05,-14.62,-8.7,-6.9,-1.3
12/19/2012 19:00,0,1.9,24,-16.14,76,12.4,77,3.8,0,1.8,-17.05,-15.22,-8.8,-7.1,-1.4
12/19/2012 20:00,0,2,86,-17.15,76,12.3,71,4.3,0,1.8,-17.74,-16.61,-8.9,-7.2,-1.5
12/19/2012 21:00,0,3.8,183,-16.08,76,12.3,222,6.6,0,1.9,-17.13,-15.22,-9,-7.3,-1.6
12/19/2012 22:00,0,4.7,175,-15.16,76,12.3,214,7.7,0,1.8,-15.66,-14.61,-9.1,-7.4,-1.7
12/19/2012 23:00,0,3.8,199,-15.41,76,12.3,217,6.6,0,1.8,-16.18,-14.79,-9.1,-7.5,-1.8
12/20/2012 0:00,0,4.7,216,-16.3,76,12.3,225,6.6,0,1.7,-16.96,-15.74,-9.2,-7.5,-1.9
12/20/2012 1:00,0,3.5,131,-15.92,76,12.3,214,5.3,0,1.8,-17.14,-14.96,-9.2,-7.6,-1.9
12/20/2012 2:00,0,2.9,122,-15.55,76,12.3,135,4.8,0,1.9,-16.79,-14.62,-9.3,-7.7,-2
12/20/2012 3:00,0,2.1,87,-15.92,76,12.3,104,4.6,0,1.8,-17.83,-14.62,-9.3,-7.7,-2.1
12/20/2012 4:00,0,1.9,81,-15.59,77,12.3,117,3.8,0,1.9,-17.48,-14.36,-9.4,-7.8,-2.1
12/20/2012 5:00,0,3.1,162,-13.45,78,12.3,152,4.6,0,1.9,-14.79,-11.41,-9.4,-7.8,-2.2
12/20/2012 6:00,0,3.1,134,-13.21,77,12.3,207,4.9,0,1.8,-14.89,-11.24,-9.4,-7.9,-2.3
12/20/2012 7:00,0,2.7,90,-14.47,77,12.3,95,6.1,0,1.8,-15.24,-12.98,-9.3,-7.8,-2.3
12/20/2012 8:00,0,3.4,179,-11.48,78,12.3,192,5.3,0,1.8,-13.15,-10.29,-9.2,-7.8,-2.4
12/20/2012 9:00,0,3,115,-12.96,77,12.3,160,6.2,0,1.7,-14.81,-10.29,-9.2,-7.8,-2.4
12/20/2012 10:00,0,5.4,194,-11.3,78,12.3,217,7.5,0,1.8,-13.52,-9.61,-9.1,-7.8,-2.5
12/20/2012 11:00,0,5,129,-10.33,78,12.3,194,8,0,1.8,-11.02,-9.17,-8.8,-7.7,-2.5
12/20/2012 12:00,0,4.9,137,-9.98,78,12.3,155,8.2,0,1.8,-11.28,-8.84,-8.4,-7.5,-2.5
12/20/2012 13:00,0,5.6,154,-8.44,78,12.3,198,8.8,0,1.8,-10.24,-6.66,-7.9,-7.2,-2.5
12/20/2012 14:00,0,6.3,155,-6.83,78,12.3,187,9.5,2,1.8,-7.54,-6.14,-7.5,-6.9,-2.5
12/20/2012 15:00,0,8.9,143,-6.04,72,12.5,156,16.1,6,1.8,-7.55,-5.26,-7.1,-6.6,-2.5
12/20/2012 16:00,0,12.7,137,-4.91,57,12.5,134,18.3,4,1.8,-5.79,-3.58,-6.8,-6.3,-2.4
12/20/2012 17:00,0,13.3,151,-4.95,52,12.4,155,17.5,1,1.9,-5.98,-3.86,-6.5,-6,-2.4
12/20/2012 18:00,0,19.2,132,-4.42,53,12.4,142,24.9,0,2,-5.54,-3.06,-6.2,-5.8,-2.3
12/20/2012 19:00,0,19.6,131,-4.07,52,12.4,139,22.8,0,2.2,-4.92,-3.33,-5.8,-5.5,-2.2
12/20/2012 20:00,0,21.3,122,-2.85,47,12.4,134,27.9,0,2.2,-3.51,-1.99,-5.5,-5.2,-2.1
12/20/2012 21:00,0,21.6,127,-1.36,43,12.4,134,28.6,0,2.2,-2.62,-0.21,-5.1,-4.9,-2
12/20/2012 22:00,0,22.8,132,0.41,41,12.4,151,28.6,0,2.3,-0.67,1.4,-4.6,-4.6,-1.9
12/20/2012 23:00,0,28,134,-0.47,41,12.4,139,33.1,0,2.2,-1.58,0.85,-4.1,-4.2,-1.8
12/21/2012 0:00,0,28.2,124,0.62,42,12.4,121,32.2,0,2.1,-0.06,1.65,-3.7,-3.8,-1.7
12/21/2012 1:00,0,23,130,0.85,43,12.4,132,29.8,0,2.2,0.03,1.11,-3.2,-3.4,-1.5
12/21/2012 2:00,0,25.4,134,0.64,45,12.4,134,31.9,0,2.2,0.02,1.29,-2.8,-3.1,-1.4
12/21/2012 3:00,0,24.4,135,0.76,44,12.4,149,30.4,0,2.2,-0.06,1.29,-2.4,-2.7,-1.2
12/21/2012 4:00,0,16.7,134,1.91,40,12.4,144,24.7,0,2.2,0.93,3.19,-2.1,-2.4,-1
12/21/2012 5:00,0,16.1,140,3.14,34,12.4,153,25.6,0,2.2,2.09,5.29,-1.7,-2,-0.9
12/21/2012 6:00,0,19.7,114,5.15,36,12.4,132,29,0,2.3,4.09,6.3,-1.3,-1.7,-0.7
12/21/2012 7:00,0,18.3,107,6.34,34,12.4,158,31.3,0,2,4.55,8.05,-0.8,-1.4,-0.5
12/21/2012 8:00,0,9.5,104,6.47,36,12.4,109,21.4,0,2.3,5.91,7.11,-0.4,-1,-0.3
12/21/2012 9:00,0,7,87,6.61,38,12.4,118,15.4,0,2.2,6.18,7.02,0.1,-0.6,-0.1
12/21/2012 10:00,0,14.3,117,6.95,39,12.4,153,23,0,2.2,6.55,7.38,0.5,-0.2,0
12/21/2012 11:00,0,19.1,113,6.84,37,12.4,120,25.5,0,2.2,6.08,7.85,0.8,0.1,0.2
12/21/2012 12:00,0,23.2,114,8.11,34,12.4,147,32.5,0,2.2,7.66,9.06,1.2,0.5,0.4
12/21/2012 13:00,0,25.1,110,8.56,33,12.4,118,34.7,1,2.2,7.85,9.16,1.6,0.8,0.7
12/21/2012 14:00,0,22.6,104,9.49,30,12.5,119,34.4,5,2.2,8.79,10.48,1.9,1.2,0.9
12/21/2012 15:00,0,16.4,104,9.86,33,12.7,132,26.7,8,2.3,9.06,10.95,2.2,1.5,1.1
12/21/2012 16:00,0,9.9,108,9.06,32,12.7,116,18.2,6,2.4,8.31,9.63,2.4,1.8,1.3
12/21/2012 17:00,0,16.9,121,9.86,29,12.7,166,28,1,2.2,9.16,10.67,2.5,2,1.5
12/21/2012 18:00,0,12.4,123,10.16,27,12.6,128,21.9,0,2.2,8.88,11.14,2.6,2.1,1.6
12/21/2012 19:00,0,13.1,132,12.04,23,12.6,181,27.7,0,2.2,9.81,13.9,2.8,2.3,1.8
12/21/2012 20:00,0,16.3,133,10.89,27,12.6,142,27.8,0,2.3,9.71,12.26,3,2.5,2
12/21/2012 21:00,0,16.5,127,11,27,12.5,152,25.6,0,2.3,9.8,12.46,3.2,2.7,2.1
12/21/2012 22:00,0,24.7,126,11.18,27,12.5,133,32.4,0,2.3,10.27,11.89,3.4,2.8,2.3
12/21/2012 23:00,0,21.2,120,11.55,25,12.5,141,30.2,0,2.2,10.56,12.55,3.6,3,2.4
12/22/2012 0:00,0,19.4,124,11.45,26,12.5,156,28,0,2.3,9.99,12.93,3.8,3.2,2.6
12/22/2012 1:00,0,21.1,116,12.12,26,12.5,131,34.5,0,2.1,10.93,13.4,4,3.4,2.7
12/22/2012 2:00,0,21.4,120,12.1,25,12.5,133,29.7,0,2.2,10.16,14.06,4.2,3.6,2.9
12/22/2012 3:00,0,23,126,11.99,30,12.5,134,31.9,0,2.1,9.13,14.06,4.4,3.8,3
12/22/2012 4:00,0,16.3,128,8.89,35,12.5,138,23.5,0,2.1,7.01,11.39,4.6,4,3.2
12/22/2012 5:00,0,15.2,146,8.4,32,12.5,157,20.2,0,2.2,7.29,9.54,4.6,4.2,3.3
12/22/2012 6:00,0,15.1,135,11.08,29,12.5,177,23.1,0,2.3,9.63,12.18,4.5,4.2,3.4
12/22/2012 7:00,0,15.8,121,10.14,31,12.5,137,19.5,0,2.3,9.16,11.42,4.6,4.3,3.6
12/22/2012 8:00,0,11.6,139,9.69,31,12.5,130,23.8,0,2.2,8.69,11.05,4.7,4.4,3.7
12/22/2012 9:00,0,12.5,138,10.19,29,12.5,202,20.1,0,2.1,9.06,11.14,4.6,4.4,3.8
12/22/2012 10:00,0,10.9,135,10.49,29,12.5,129,15.3,0,2.1,9.91,11.14,4.6,4.4,3.9
12/22/2012 11:00,0,9.9,130,9.85,29,12.5,147,14.5,0,2.2,8.88,11.05,4.7,4.5,4
12/22/2012 12:00,0,10.9,147,10.67,28,12.5,146,15.1,0,2.3,9.54,12.18,4.7,4.5,4.1
12/22/2012 13:00,0,7.1,129,10.4,30,12.5,140,12,1,2.2,9.33,11.42,4.9,4.6,4.2
12/22/2012 14:00,0,6.1,135,9.96,26,12.5,116,10.8,3,2.2,9.26,11.05,4.9,4.7,4.2
12/22/2012 15:00,0,7.2,129,10.57,26,12.6,132,11.8,5,2.2,10.1,11.42,4.8,4.7,4.3
12/22/2012 16:00,0,5.6,125,10.24,25,12.7,117,9,4,2.2,9.54,10.85,4.7,4.7,4.4
12/22/2012 17:00,0,5.2,140,10.31,26,12.6,138,7.6,1,2.2,9.16,10.95,4.5,4.6,4.4
12/22/2012 18:00,0,3.9,153,10.26,23,12.6,191,7.2,0,2.1,8.79,11.24,4.3,4.5,4.5
12/22/2012 19:00,0,4.7,157,10.45,25,12.5,155,7,0,2.1,8.88,11.61,4.1,4.4,4.5
12/22/2012 20:00,0,4.3,164,8.28,25,12.5,198,8.8,0,2.1,7.3,10.02,3.9,4.3,4.5
12/22/2012 21:00,0,5.8,180,8.56,25,12.5,164,8.1,0,2.3,7.31,10.21,3.7,4.1,4.5
12/22/2012 22:00,0,3.2,149,7.28,28,12.5,188,6,0,2.2,5.83,8.9,3.5,4,4.5
12/22/2012 23:00,0,2.2,100,7.08,28,12.5,111,5.7,0,2.1,5.84,8.25,3.2,3.8,4.5
12/23/2012 0:00,0,3.4,137,8.33,24,12.5,168,5.8,0,2.2,7.14,9.38,2.9,3.6,4.5
12/23/2012 1:00,0,6.5,176,8.6,25,12.5,196,9.8,0,2.1,7.69,9.75,2.6,3.3,4.5
12/23/2012 2:00,0,4.4,158,7.5,24,12.5,211,8.2,0,2.1,6.49,8.44,2.5,3.2,4.4
12/23/2012 3:00,0,5.8,165,7.66,25,12.5,167,9.1,0,2.2,6.67,8.44,2.3,3,4.4
12/23/2012 4:00,0,3.9,160,6.37,25,12.4,146,9.3,0,2.2,5.75,7.14,2.2,2.9,4.3
12/23/2012 5:00,0,3.6,230,6.5,26,12.4,251,5.7,0,2.2,5.93,7.42,2,2.7,4.3
12/23/2012 6:00,0,2.8,252,7.66,25,12.4,247,5.8,0,2,5.93,8.54,1.7,2.5,4.2
12/23/2012 7:00,0,2.8,301,6.77,23,12.4,342,6.3,0,2.1,5.01,8.54,1.3,2.3,4.1
12/23/2012 8:00,0,6.3,310,6.57,30,12.4,335,7.4,0,2,5.01,8.35,0.9,2,4.1
12/23/2012 9:00,0,8.2,346,5.4,29,12.4,343,10,0,2.2,4.19,6.77,0.8,1.8,4
12/23/2012 10:00,0,10.3,333,4.35,32,12.4,347,13.2,0,2.1,3.73,5.29,0.8,1.7,3.9
12/23/2012 11:00,0,11.7,330,4.26,31,12.4,334,13.8,0,2.2,3.27,5.66,0.9,1.6,3.8
12/23/2012 12:00,0,8.7,336,4.2,31,12.4,332,12.1,0,2.2,2.72,5.38,0.9,1.6,3.8
12/23/2012 13:00,0,8.7,309,5.25,30,12.4,325,10.8,1,2.2,4.46,5.84,0.9,1.6,3.7
12/23/2012 14:00,0,7.1,313,4.7,30,12.5,316,7.7,3,2.1,4.19,5.38,0.9,1.5,3.7
12/23/2012 15:00,0,2.1,325,3,34,12.7,309,6,5,2.1,1.91,4.55,0.7,1.5,3.6
12/23/2012 16:00,0,1.9,249,2.83,34,12.7,320,4.9,4,2,1.48,4.2,0.4,1.3,3.6
12/23/2012 17:00,0,5.7,239,1.7,34,12.7,250,7.4,2,2.1,0.76,2.57,0,1.1,3.6
12/23/2012 18:00,0,5.1,213,-1.51,40,12.6,231,7.5,0,2,-2.73,0.58,-0.4,0.8,3.5
12/23/2012 19:00,0,3.8,203,-0.8,39,12.6,230,6.4,0,2.1,-1.64,-0.2,-0.7,0.5,3.4
12/23/2012 20:00,0,5.3,216,-1.93,43,12.6,224,7.1,0,2.1,-2.97,-1.01,-1,0.3,3.4
12/23/2012 21:00,0,2.7,187,-1.55,42,12.5,227,6.9,0,2.1,-2.62,-0.2,-1.4,0,3.3
12/23/2012 22:00,0,1.1,14,-2.18,42,12.5,32,2.4,0,2.1,-2.71,-1.28,-1.7,-0.3,3.2
12/23/2012 23:00,0,2.6,7,-1.77,41,12.5,352,3.8,0,2.2,-2.44,-1.28,-2.1,-0.6,3
12/24/2012 0:00,0,5.4,353,-0.35,41,12.5,354,8.2,0,2.1,-1.73,0.61,-2.5,-0.9,2.9
12/24/2012 1:00,0,7.1,341,-0.01,40,12.5,338,8.6,0,2.2,-1.01,1.14,-2.5,-1.1,2.8
12/24/2012 2:00,0,8.5,335,-0.23,45,12.4,352,10.7,0,2.2,-1.31,1.13,-2.5,-1.3,2.7
12/24/2012 3:00,0,10.1,325,-1.09,53,12.4,337,12.5,0,2.2,-2.47,0.4,-2.4,-1.3,2.5
12/24/2012 4:00,0,7.9,344,-0.65,59,12.4,349,9.2,0,2.2,-1.75,0.4,-2.3,-1.3,2.4
12/24/2012 5:00,0,7.5,346,-0.23,60,12.4,354,9.7,0,2.1,-1.22,0.76,-2.2,-1.3,2.3
12/24/2012 6:00,0,7.3,333,-0.22,54,12.4,337,10.9,0,2.2,-1.22,1.13,-2.2,-1.3,2.3
12/24/2012 7:00,0,7.2,348,0.2,46,12.4,352,8.9,0,2.2,-1.31,1.57,-2.3,-1.4,2.2
12/24/2012 8:00,0,6.8,10,0.97,44,12.4,39,8.3,0,2.1,0.22,1.85,-2.3,-1.4,2.1
12/24/2012 9:00,0,3.9,19,0.93,43,12.4,26,6.4,0,2.2,0.22,1.3,-2.3,-1.4,2.1
12/24/2012 10:00,0,3.8,47,1.64,42,12.4,76,5.5,0,2.2,1.03,2.48,-2.3,-1.4,2
12/24/2012 11:00,0,5.4,23,0.76,46,12.4,349,11.1,0,2.1,-1.22,2.57,-2.4,-1.5,2
12/24/2012 12:00,0,6.3,18,0.01,48,12.4,29,8,0,2.2,-0.86,1.21,-2.5,-1.6,1.9
12/24/2012 13:00,0,7.2,360,0.99,46,12.4,353,10.1,0,2.2,-1.31,2.94,-2.5,-1.6,1.9
12/24/2012 14:00,0,4.9,18,0.48,50,12.4,355,7.8,3,2.2,-1.75,2.48,-2.5,-1.6,1.8
12/24/2012 15:00,0,5.5,8,0.27,46,12.6,44,8.4,5,2.3,-1.49,2.57,-2.5,-1.6,1.8
12/24/2012 16:00,0,5.2,9,-0.05,51,12.7,354,7.3,4,2.1,-2.29,2.21,-2.5,-1.7,1.8
12/24/2012 17:00,0,7,17,-0.2,49,12.6,39,10,2,2.2,-1.75,1.39,-2.6,-1.7,1.7
12/24/2012 18:00,0,7.4,32,-0.12,52,12.6,33,11.6,0,2.1,-1.93,1.75,-2.6,-1.8,1.7
12/24/2012 19:00,0,7.8,20,-0.25,52,12.5,55,10.7,0,2,-2.2,1.03,-2.5,-1.8,1.6
12/24/2012 20:00,0,8.5,5,1.03,50,12.5,17,10.4,0,2.2,-0.41,1.94,-2.5,-1.7,1.6
